V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
1.94674666728168,-0.752525821492348,-1.35512953289131,-0.661629913230695,1.50282190770174,4.02493282673061,-1.47966148383909,1.13988021689572,1.40681871374813,-0.157402912660682,-0.113729190329599,0.510277474082635,0.0612577807353701,-0.0665551394957695,1.32870182050036,0.352513902823239,-0.76566982664618,0.141937536859382,-0.451364651514137,-0.134434695487417,0.0761965101986691,0.297536541043559,0.307914569497895,0.690980284177926,-0.350316231256655,-0.388907264903717,0.0776408382302655,-0.0322477642202041,-0.3239634020271977,0
2.03514918623719,-0.0488803143003422,-3.0586934537639,0.247945033712133,2.94348685227235,3.29869731157312,-0.0021924639358902,0.674781823977897,0.0458257088345251,0.28486427695311,-0.254903244909153,0.325559776048587,-0.405326546442527,0.7210684077145,-0.14844514500485,-0.754029381288908,-0.270842357681763,-0.695697841779672,-0.274411134595354,-0.227279116186558,0.0386282061449729,0.22819701963924,0.0355424132400545,0.707089987721862,0.512884596281977,-0.471197624846292,0.002519885391441,-0.0690016835527196,-0.3412751152469491,0
-0.991919644382192,0.603192643431104,0.711976017945661,-0.992424654946317,-0.825837705264936,1.95626134784203,-2.21260332725614,-5.03752305017971,0.0007717251978341,-2.00956091808815,-0.386845117309237,1.82016085004487,0.74777695874234,0.122746169585306,-1.72328460371944,1.12334415094773,-0.72461599457959,0.147254864861436,0.0046311776655328,1.28085631377318,-2.79835228768859,0.109525862489931,-0.436530155014404,-0.932803039560918,0.826684291046232,0.913773193731371,0.0380486856951838,0.18534031963132,0.3468354995917123,0
2.28571782188968,-1.50023927705557,-0.747565164139995,-1.66811860629904,-1.39414259363466,-0.350338761903453,-1.42798360644237,0.010009593384969,-1.11844672075498,1.75612106388,0.0931364463331114,-0.72244987869778,-0.468757242262352,-0.195287757066107,-0.63868321568293,-0.0658875748672835,0.0727807169728085,0.7682372951547,0.257424115538122,-0.490641541573627,-0.139669919903137,0.0770132158391883,0.208310169754412,-0.538236349525744,-0.278032030240713,-0.162068187578527,0.0180452709860015,-0.0630052317493315,-0.328841067183802,0
-0.44874695349004,-1.01144001580821,0.115902670055464,-3.45485413841999,0.715770533817782,-0.147490005243008,0.504347404927186,-0.113816843117209,-0.0447824514547183,-0.558955013780937,-0.251076432441015,-0.0547083000860354,-0.782698209036227,0.134659166035162,-0.483007431899087,-2.09609949871472,-0.399525224990159,1.59758878430156,-0.082745581611311,-0.275296971138216,-0.243245217795912,-0.173298449581609,-0.0066924613429996,-1.3623830528357,-0.292234275970279,-0.144621719580633,-0.032580422581582,-0.0641935650630091,-0.0089941716687656,0
1.32044900555112,-1.56099077549123,-0.154323695892064,-1.80618390406402,-0.831333656666524,0.877819624113618,-1.21251546200199,0.246020460044127,-1.74789714193988,1.51836370031244,-0.219600328645996,-1.16004653363401,-0.241156280558864,-0.0368715509607092,0.554340944623842,0.280023995072411,-0.114839060451252,0.669845483478822,0.313594511507722,-0.123905105500644,-0.346511448123743,-0.941239230473259,-0.1043217778332,-1.79027929480621,0.184198192404925,-0.299017943017745,0.0258618814762734,0.0160559690099996,0.1476908262716628,0
1.9021803363511,0.158703568242649,-0.210092233434884,3.45925079271756,0.34601240615456,1.4658129762317,-0.749322533307281,0.432622315489177,-0.390130151436309,1.55488221572979,-0.59372848384667,-0.0932296025366194,-0.288612933707105,-0.0573620758965331,-1.12695286197467,1.68335958142535,-1.4831195983295,0.966426630945726,-1.13497651577109,-0.250456383369372,0.208545376110286,0.646480316513203,0.0753358685182049,-0.176780291022606,-0.0952530229994315,0.0900969101073324,0.0043458162160338,-0.0457016464896825,-0.3471922828139772,0
2.09199115792302,-1.00947687881227,-0.88565963202376,-0.424254929110935,-0.575601654920009,0.486532450093492,-1.03312350243297,0.20155049151645,0.26330775615837,0.794406177365789,-0.251315257377158,0.321913509185991,-0.475190497566771,-0.0290506626701207,-0.807339217059957,-1.49207969393597,-0.35693717050073,2.03846541766089,-0.347143469944925,-0.63907099405068,-0.158021742753758,0.244871711883162,0.0839666633909747,0.116088821963844,0.032726868990876,-0.123306594988971,0.0424373990258501,-0.051537262537527,-0.3052923395015074,0
-3.30969117487368,-5.66294571660232,0.466119165533673,-0.430086872334213,3.66400263020678,-3.03614556624286,-2.8416496396552,0.520500902461343,1.48583153595476,-0.499631380069093,0.101413523831755,1.15878359745824,0.363202100415422,0.032691595962352,-0.164762549917545,0.615231769539266,-1.09709636807214,1.07878687237027,0.26790486509633,1.53566291929431,0.819604438125816,0.742448474070183,1.74529273311476,-0.490856025693051,-2.15390686008953,0.173474560053068,0.119893283855965,0.467544158159243,0.4807713870886338,0
1.97397256216333,-0.404605079198387,-0.222072444963965,0.534478663404229,-0.830112204528206,-0.626461639439983,-0.595996783993505,-0.0668445045922328,1.46582942773011,-0.166010714199934,-0.97593276212766,0.499746486677206,0.133125448494334,-0.201324989392645,0.470891961060413,0.0689610031103951,-0.494964438279044,0.190176046920502,-0.237586929636739,-0.220784595019332,0.194876086511944,0.822169047313225,0.120060809567897,0.0722178048610548,-0.0976348208851293,-0.21583735403553,0.0419004549738428,-0.0361049727936065,-0.3132885118893834,0
-0.719953866138735,1.12166550558044,0.712323109372454,-0.821492652050395,1.15259212437091,-0.566299894943193,0.81057635312764,-0.0230176932065674,1.05742294567019,-1.69332334091822,1.66908078983289,-1.89870632424807,1.87441639229642,0.284725565447536,-1.56140533974847,0.662508700293313,0.618045261527313,1.19920778277266,-0.606017394156039,0.0398194161354139,-0.24893103501474,-0.359137346817346,-0.501619514492241,-0.65463084926249,1.07222277011715,-0.308466820088562,0.145645061418501,-7.03914549389784e-05,-0.3335987897545882,0
1.89451200262567,-1.27082252964139,0.881414781286509,0.954259146716855,-1.62148505436001,1.43329428183562,-1.96737777666815,0.564411856068306,0.99421304603102,0.766072147672148,-0.293568377891468,1.51653688249387,0.768952589841849,-1.35318331756157,-2.48631206525931,-1.54591596948962,-0.0830578941898923,1.96509317821615,-0.631118673713236,-0.58386867532987,-0.182816821542616,0.466008600572446,0.215226439535237,0.763820568306827,-0.238018863339296,-0.531409650974472,0.154522584475177,-0.0123656748388667,-0.2772657552820023,0
1.99570396130379,-0.195622985277816,-1.63342472976099,-0.122262656450357,0.241660315282777,-0.915830399184714,0.311364286242752,-0.23577327573851,0.322583405376062,0.11075671992596,0.752839562707685,0.678564373844075,-0.515243636321598,0.887552513202837,0.115342521441797,0.0565969059650456,-0.714205169695784,-0.0081224388423949,0.477454273253292,-0.172367632049748,-0.101732923821422,-0.342703938897427,0.160501204312308,-0.485067143997377,-0.098479308478811,-0.148187339681247,-0.0661781379678318,-0.0694711744259307,-0.1933059452093053,0
-0.784262691575144,0.695361305879909,1.79451462989411,0.0432092695459499,-0.224788390623858,-0.1831852863034,0.616886355819271,0.178622063521953,0.212932518821192,-0.558725514244875,-1.56670381356535,-1.1186831502793,-2.03467997883166,0.126705934902097,-0.0169633290413134,-0.0832067241690546,-0.0084809127985853,-0.123697472466242,0.632549204477204,0.105592764298458,-0.324375001956424,-0.879239512192485,-0.151231396821409,-0.163025616765747,0.327231092321078,0.267748704951465,0.238733936520434,0.120399549091713,-0.1647196289226489,0
1.18325418805548,0.233674554328764,0.153015659984002,0.94236947162875,-0.075877985588983,-0.445468526395889,0.133540615919789,-0.0676233421925151,-0.249190031615538,0.175791690372747,0.999054497155794,0.741406558510408,-0.0748701698133292,0.580598900846861,0.251687170004901,0.347639961253511,-0.794447776398283,0.462818412430428,0.0378849559499775,-0.0814257762750172,0.069748210852065,0.162325043051495,-0.171003660191277,0.0098388638667728,0.692412425328556,-0.327316507539378,0.0050901560196643,0.0104482202157849,-0.2496789605438305,0
